prompt_id,prompt_number,generation_prompt,category,disease_primary,age,sex,severity,label_pneumonia_or_opacity,label_cardiomegaly,label_pleural_effusion,label_pneumothorax,label_edema,label_atelectasis,label_support_device,label_chronic_lung_disease,model_key,generator_name,folder,model_version_or_identifier,generated_image_id,image_relpath,image_path,image_exists
P019,19,64-year-old female. PA frontal chest radiograph. Findings: Subtle right perihilar opacity suspicious for early infection. Heart size is normal. No pleural effusion. Impression: Subtle right perihilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,64,female,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P019_gemini,gemini/P019.png,gemini/P019.png,False
P019,19,64-year-old female. PA frontal chest radiograph. Findings: Subtle right perihilar opacity suspicious for early infection. Heart size is normal. No pleural effusion. Impression: Subtle right perihilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,64,female,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P019_sana,sana/P019.png,sana/P019.png,False
P019,19,64-year-old female. PA frontal chest radiograph. Findings: Subtle right perihilar opacity suspicious for early infection. Heart size is normal. No pleural effusion. Impression: Subtle right perihilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,64,female,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P019_gpt,gpt/P019.png,gpt/P019.png,False
P019,19,64-year-old female. PA frontal chest radiograph. Findings: Subtle right perihilar opacity suspicious for early infection. Heart size is normal. No pleural effusion. Impression: Subtle right perihilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,64,female,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P019_roentgen,roentgen/P019.png,roentgen/P019.png,False
P020,20,68-year-old male. PA frontal chest radiograph. Findings: Dense left retrocardiac air-space opacity. No pneumothorax. Small left pleural effusion is absent. Impression: Left retrocardiac pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,68,male,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P020_gemini,gemini/P020.png,gemini/P020.png,False
P020,20,68-year-old male. PA frontal chest radiograph. Findings: Dense left retrocardiac air-space opacity. No pneumothorax. Small left pleural effusion is absent. Impression: Left retrocardiac pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,68,male,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P020_sana,sana/P020.png,sana/P020.png,False
P020,20,68-year-old male. PA frontal chest radiograph. Findings: Dense left retrocardiac air-space opacity. No pneumothorax. Small left pleural effusion is absent. Impression: Left retrocardiac pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,68,male,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P020_gpt,gpt/P020.png,gpt/P020.png,False
P020,20,68-year-old male. PA frontal chest radiograph. Findings: Dense left retrocardiac air-space opacity. No pneumothorax. Small left pleural effusion is absent. Impression: Left retrocardiac pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,68,male,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P020_roentgen,roentgen/P020.png,roentgen/P020.png,False
P021,21,73-year-old female. PA frontal chest radiograph. Findings: Multifocal bilateral patchy opacities in the mid and lower lungs. Cardiomediastinal silhouette is not enlarged. Impression: Multifocal pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,73,female,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P021_gemini,gemini/P021.png,gemini/P021.png,False
P021,21,73-year-old female. PA frontal chest radiograph. Findings: Multifocal bilateral patchy opacities in the mid and lower lungs. Cardiomediastinal silhouette is not enlarged. Impression: Multifocal pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,73,female,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P021_sana,sana/P021.png,sana/P021.png,False
P021,21,73-year-old female. PA frontal chest radiograph. Findings: Multifocal bilateral patchy opacities in the mid and lower lungs. Cardiomediastinal silhouette is not enlarged. Impression: Multifocal pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,73,female,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P021_gpt,gpt/P021.png,gpt/P021.png,False
P021,21,73-year-old female. PA frontal chest radiograph. Findings: Multifocal bilateral patchy opacities in the mid and lower lungs. Cardiomediastinal silhouette is not enlarged. Impression: Multifocal pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,73,female,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P021_roentgen,roentgen/P021.png,roentgen/P021.png,False
P022,22,76-year-old male. PA frontal chest radiograph. Findings: Mild left basilar air-space opacity. No pleural effusion or pneumothorax. Impression: Mild left basilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,76,male,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P022_gemini,gemini/P022.png,gemini/P022.png,False
P022,22,76-year-old male. PA frontal chest radiograph. Findings: Mild left basilar air-space opacity. No pleural effusion or pneumothorax. Impression: Mild left basilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,76,male,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P022_sana,sana/P022.png,sana/P022.png,False
P022,22,76-year-old male. PA frontal chest radiograph. Findings: Mild left basilar air-space opacity. No pleural effusion or pneumothorax. Impression: Mild left basilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,76,male,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P022_gpt,gpt/P022.png,gpt/P022.png,False
P022,22,76-year-old male. PA frontal chest radiograph. Findings: Mild left basilar air-space opacity. No pleural effusion or pneumothorax. Impression: Mild left basilar pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,76,male,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P022_roentgen,roentgen/P022.png,roentgen/P022.png,False
P023,23,79-year-old female. PA frontal chest radiograph. Findings: Right middle-lobe air-space opacity partially obscuring the right heart border. No pneumothorax. Impression: Right middle-lobe pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,79,female,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P023_gemini,gemini/P023.png,gemini/P023.png,False
P023,23,79-year-old female. PA frontal chest radiograph. Findings: Right middle-lobe air-space opacity partially obscuring the right heart border. No pneumothorax. Impression: Right middle-lobe pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,79,female,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P023_sana,sana/P023.png,sana/P023.png,False
P023,23,79-year-old female. PA frontal chest radiograph. Findings: Right middle-lobe air-space opacity partially obscuring the right heart border. No pneumothorax. Impression: Right middle-lobe pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,79,female,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P023_gpt,gpt/P023.png,gpt/P023.png,False
P023,23,79-year-old female. PA frontal chest radiograph. Findings: Right middle-lobe air-space opacity partially obscuring the right heart border. No pneumothorax. Impression: Right middle-lobe pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,79,female,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P023_roentgen,roentgen/P023.png,roentgen/P023.png,False
P024,24,82-year-old male. PA frontal chest radiograph. Findings: New focal air-space opacity in the right lower lobe with small adjacent atelectatic change. No pneumothorax. Impression: Right lower-lobe pneumonia with adjacent atelectasis.,Pneumonia / opacity,Pneumonia / air-space opacity,82,male,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P024_gemini,gemini/P024.png,gemini/P024.png,False
P024,24,82-year-old male. PA frontal chest radiograph. Findings: New focal air-space opacity in the right lower lobe with small adjacent atelectatic change. No pneumothorax. Impression: Right lower-lobe pneumonia with adjacent atelectasis.,Pneumonia / opacity,Pneumonia / air-space opacity,82,male,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P024_sana,sana/P024.png,sana/P024.png,False
P024,24,82-year-old male. PA frontal chest radiograph. Findings: New focal air-space opacity in the right lower lobe with small adjacent atelectatic change. No pneumothorax. Impression: Right lower-lobe pneumonia with adjacent atelectasis.,Pneumonia / opacity,Pneumonia / air-space opacity,82,male,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P024_gpt,gpt/P024.png,gpt/P024.png,False
P024,24,82-year-old male. PA frontal chest radiograph. Findings: New focal air-space opacity in the right lower lobe with small adjacent atelectatic change. No pneumothorax. Impression: Right lower-lobe pneumonia with adjacent atelectasis.,Pneumonia / opacity,Pneumonia / air-space opacity,82,male,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P024_roentgen,roentgen/P024.png,roentgen/P024.png,False
P025,25,84-year-old female. PA frontal chest radiograph. Findings: Patchy bilateral perihilar and lower-lung opacities suspicious for infection. No pleural effusion or pneumothorax. Impression: Bilateral pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,84,female,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P025_gemini,gemini/P025.png,gemini/P025.png,False
P025,25,84-year-old female. PA frontal chest radiograph. Findings: Patchy bilateral perihilar and lower-lung opacities suspicious for infection. No pleural effusion or pneumothorax. Impression: Bilateral pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,84,female,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P025_sana,sana/P025.png,sana/P025.png,False
P025,25,84-year-old female. PA frontal chest radiograph. Findings: Patchy bilateral perihilar and lower-lung opacities suspicious for infection. No pleural effusion or pneumothorax. Impression: Bilateral pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,84,female,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P025_gpt,gpt/P025.png,gpt/P025.png,False
P025,25,84-year-old female. PA frontal chest radiograph. Findings: Patchy bilateral perihilar and lower-lung opacities suspicious for infection. No pleural effusion or pneumothorax. Impression: Bilateral pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,84,female,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P025_roentgen,roentgen/P025.png,roentgen/P025.png,False
P026,26,88-year-old male. PA frontal chest radiograph. Findings: Mild hazy opacity at the left lower lung base suspicious for early pneumonia. Heart size is not enlarged. Impression: Mild left lower-lung pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,88,male,,1,0,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P026_gemini,gemini/P026.png,gemini/P026.png,False
P026,26,88-year-old male. PA frontal chest radiograph. Findings: Mild hazy opacity at the left lower lung base suspicious for early pneumonia. Heart size is not enlarged. Impression: Mild left lower-lung pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,88,male,,1,0,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P026_sana,sana/P026.png,sana/P026.png,False
P026,26,88-year-old male. PA frontal chest radiograph. Findings: Mild hazy opacity at the left lower lung base suspicious for early pneumonia. Heart size is not enlarged. Impression: Mild left lower-lung pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,88,male,,1,0,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P026_gpt,gpt/P026.png,gpt/P026.png,False
P026,26,88-year-old male. PA frontal chest radiograph. Findings: Mild hazy opacity at the left lower lung base suspicious for early pneumonia. Heart size is not enlarged. Impression: Mild left lower-lung pneumonia.,Pneumonia / opacity,Pneumonia / air-space opacity,88,male,,1,0,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P026_roentgen,roentgen/P026.png,roentgen/P026.png,False
P027,27,44-year-old male. PA frontal chest radiograph. Findings: Linear atelectatic opacity at the left lung base. No focal lobar consolidation. No pleural effusion or pneumothorax. Impression: Left basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,44,male,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P027_gemini,gemini/P027.png,gemini/P027.png,False
P027,27,44-year-old male. PA frontal chest radiograph. Findings: Linear atelectatic opacity at the left lung base. No focal lobar consolidation. No pleural effusion or pneumothorax. Impression: Left basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,44,male,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P027_sana,sana/P027.png,sana/P027.png,False
P027,27,44-year-old male. PA frontal chest radiograph. Findings: Linear atelectatic opacity at the left lung base. No focal lobar consolidation. No pleural effusion or pneumothorax. Impression: Left basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,44,male,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P027_gpt,gpt/P027.png,gpt/P027.png,False
P027,27,44-year-old male. PA frontal chest radiograph. Findings: Linear atelectatic opacity at the left lung base. No focal lobar consolidation. No pleural effusion or pneumothorax. Impression: Left basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,44,male,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P027_roentgen,roentgen/P027.png,roentgen/P027.png,False
P028,28,50-year-old female. PA frontal chest radiograph. Findings: Mild right basilar subsegmental atelectasis. Cardiomediastinal silhouette is not enlarged. Impression: Mild right basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,50,female,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P028_gemini,gemini/P028.png,gemini/P028.png,False
P028,28,50-year-old female. PA frontal chest radiograph. Findings: Mild right basilar subsegmental atelectasis. Cardiomediastinal silhouette is not enlarged. Impression: Mild right basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,50,female,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P028_sana,sana/P028.png,sana/P028.png,False
P028,28,50-year-old female. PA frontal chest radiograph. Findings: Mild right basilar subsegmental atelectasis. Cardiomediastinal silhouette is not enlarged. Impression: Mild right basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,50,female,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P028_gpt,gpt/P028.png,gpt/P028.png,False
P028,28,50-year-old female. PA frontal chest radiograph. Findings: Mild right basilar subsegmental atelectasis. Cardiomediastinal silhouette is not enlarged. Impression: Mild right basilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,50,female,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P028_roentgen,roentgen/P028.png,roentgen/P028.png,False
P029,29,57-year-old male. PA frontal chest radiograph. Findings: Streaky bibasilar atelectatic opacities. No pulmonary edema. No pneumothorax. Impression: Bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,57,male,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P029_gemini,gemini/P029.png,gemini/P029.png,False
P029,29,57-year-old male. PA frontal chest radiograph. Findings: Streaky bibasilar atelectatic opacities. No pulmonary edema. No pneumothorax. Impression: Bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,57,male,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P029_sana,sana/P029.png,sana/P029.png,False
P029,29,57-year-old male. PA frontal chest radiograph. Findings: Streaky bibasilar atelectatic opacities. No pulmonary edema. No pneumothorax. Impression: Bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,57,male,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P029_gpt,gpt/P029.png,gpt/P029.png,False
P029,29,57-year-old male. PA frontal chest radiograph. Findings: Streaky bibasilar atelectatic opacities. No pulmonary edema. No pneumothorax. Impression: Bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,57,male,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P029_roentgen,roentgen/P029.png,roentgen/P029.png,False
P030,30,63-year-old female. PA frontal chest radiograph. Findings: Linear scarring or atelectasis in the left mid lung. No pleural effusion or pneumothorax. Impression: Left mid-lung linear atelectasis or scarring.,Atelectasis / scarring,Atelectasis / scarring,63,female,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P030_gemini,gemini/P030.png,gemini/P030.png,False
P030,30,63-year-old female. PA frontal chest radiograph. Findings: Linear scarring or atelectasis in the left mid lung. No pleural effusion or pneumothorax. Impression: Left mid-lung linear atelectasis or scarring.,Atelectasis / scarring,Atelectasis / scarring,63,female,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P030_sana,sana/P030.png,sana/P030.png,False
P030,30,63-year-old female. PA frontal chest radiograph. Findings: Linear scarring or atelectasis in the left mid lung. No pleural effusion or pneumothorax. Impression: Left mid-lung linear atelectasis or scarring.,Atelectasis / scarring,Atelectasis / scarring,63,female,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P030_gpt,gpt/P030.png,gpt/P030.png,False
P030,30,63-year-old female. PA frontal chest radiograph. Findings: Linear scarring or atelectasis in the left mid lung. No pleural effusion or pneumothorax. Impression: Left mid-lung linear atelectasis or scarring.,Atelectasis / scarring,Atelectasis / scarring,63,female,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P030_roentgen,roentgen/P030.png,roentgen/P030.png,False
P031,31,67-year-old male. PA frontal chest radiograph. Findings: Low-normal lung volumes with mild bibasilar crowding and atelectatic change. No focal pneumonia. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,67,male,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P031_gemini,gemini/P031.png,gemini/P031.png,False
P031,31,67-year-old male. PA frontal chest radiograph. Findings: Low-normal lung volumes with mild bibasilar crowding and atelectatic change. No focal pneumonia. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,67,male,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P031_sana,sana/P031.png,sana/P031.png,False
P031,31,67-year-old male. PA frontal chest radiograph. Findings: Low-normal lung volumes with mild bibasilar crowding and atelectatic change. No focal pneumonia. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,67,male,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P031_gpt,gpt/P031.png,gpt/P031.png,False
P031,31,67-year-old male. PA frontal chest radiograph. Findings: Low-normal lung volumes with mild bibasilar crowding and atelectatic change. No focal pneumonia. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,67,male,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P031_roentgen,roentgen/P031.png,roentgen/P031.png,False
P032,32,72-year-old female. PA frontal chest radiograph. Findings: Plate-like atelectasis in the right lower lung. No pleural effusion or pneumothorax. Impression: Right lower-lung plate-like atelectasis.,Atelectasis / scarring,Atelectasis / scarring,72,female,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P032_gemini,gemini/P032.png,gemini/P032.png,False
P032,32,72-year-old female. PA frontal chest radiograph. Findings: Plate-like atelectasis in the right lower lung. No pleural effusion or pneumothorax. Impression: Right lower-lung plate-like atelectasis.,Atelectasis / scarring,Atelectasis / scarring,72,female,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P032_sana,sana/P032.png,sana/P032.png,False
P032,32,72-year-old female. PA frontal chest radiograph. Findings: Plate-like atelectasis in the right lower lung. No pleural effusion or pneumothorax. Impression: Right lower-lung plate-like atelectasis.,Atelectasis / scarring,Atelectasis / scarring,72,female,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P032_gpt,gpt/P032.png,gpt/P032.png,False
P032,32,72-year-old female. PA frontal chest radiograph. Findings: Plate-like atelectasis in the right lower lung. No pleural effusion or pneumothorax. Impression: Right lower-lung plate-like atelectasis.,Atelectasis / scarring,Atelectasis / scarring,72,female,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P032_roentgen,roentgen/P032.png,roentgen/P032.png,False
P033,33,78-year-old male. PA frontal chest radiograph. Findings: Streaky left basilar opacity favored subsegmental atelectasis. Heart size is normal. Impression: Left basilar subsegmental atelectasis.,Atelectasis / scarring,Atelectasis / scarring,78,male,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P033_gemini,gemini/P033.png,gemini/P033.png,False
P033,33,78-year-old male. PA frontal chest radiograph. Findings: Streaky left basilar opacity favored subsegmental atelectasis. Heart size is normal. Impression: Left basilar subsegmental atelectasis.,Atelectasis / scarring,Atelectasis / scarring,78,male,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P033_sana,sana/P033.png,sana/P033.png,False
P033,33,78-year-old male. PA frontal chest radiograph. Findings: Streaky left basilar opacity favored subsegmental atelectasis. Heart size is normal. Impression: Left basilar subsegmental atelectasis.,Atelectasis / scarring,Atelectasis / scarring,78,male,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P033_gpt,gpt/P033.png,gpt/P033.png,False
P033,33,78-year-old male. PA frontal chest radiograph. Findings: Streaky left basilar opacity favored subsegmental atelectasis. Heart size is normal. Impression: Left basilar subsegmental atelectasis.,Atelectasis / scarring,Atelectasis / scarring,78,male,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P033_roentgen,roentgen/P033.png,roentgen/P033.png,False
P034,34,85-year-old female. PA frontal chest radiograph. Findings: Mild bibasilar atelectatic opacity without focal consolidation. No pneumothorax. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,85,female,,0,0,0,0,0,1,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P034_gemini,gemini/P034.png,gemini/P034.png,False
P034,34,85-year-old female. PA frontal chest radiograph. Findings: Mild bibasilar atelectatic opacity without focal consolidation. No pneumothorax. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,85,female,,0,0,0,0,0,1,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P034_sana,sana/P034.png,sana/P034.png,False
P034,34,85-year-old female. PA frontal chest radiograph. Findings: Mild bibasilar atelectatic opacity without focal consolidation. No pneumothorax. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,85,female,,0,0,0,0,0,1,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P034_gpt,gpt/P034.png,gpt/P034.png,False
P034,34,85-year-old female. PA frontal chest radiograph. Findings: Mild bibasilar atelectatic opacity without focal consolidation. No pneumothorax. Impression: Mild bibasilar atelectasis.,Atelectasis / scarring,Atelectasis / scarring,85,female,,0,0,0,0,0,1,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P034_roentgen,roentgen/P034.png,roentgen/P034.png,False
P035,35,52-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette with vascular congestion. No focal consolidation or pneumothorax. Impression: Mild pulmonary vascular congestion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,52,male,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P035_gemini,gemini/P035.png,gemini/P035.png,False
P035,35,52-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette with vascular congestion. No focal consolidation or pneumothorax. Impression: Mild pulmonary vascular congestion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,52,male,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P035_sana,sana/P035.png,sana/P035.png,False
P035,35,52-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette with vascular congestion. No focal consolidation or pneumothorax. Impression: Mild pulmonary vascular congestion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,52,male,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P035_gpt,gpt/P035.png,gpt/P035.png,False
P035,35,52-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette with vascular congestion. No focal consolidation or pneumothorax. Impression: Mild pulmonary vascular congestion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,52,male,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P035_roentgen,roentgen/P035.png,roentgen/P035.png,False
P036,36,60-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar interstitial opacities compatible with mild pulmonary edema. Heart size is mildly enlarged. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,60,female,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P036_gemini,gemini/P036.png,gemini/P036.png,False
P036,36,60-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar interstitial opacities compatible with mild pulmonary edema. Heart size is mildly enlarged. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,60,female,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P036_sana,sana/P036.png,sana/P036.png,False
P036,36,60-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar interstitial opacities compatible with mild pulmonary edema. Heart size is mildly enlarged. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,60,female,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P036_gpt,gpt/P036.png,gpt/P036.png,False
P036,36,60-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar interstitial opacities compatible with mild pulmonary edema. Heart size is mildly enlarged. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,60,female,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P036_roentgen,roentgen/P036.png,roentgen/P036.png,False
P037,37,65-year-old male. PA frontal chest radiograph. Findings: Diffuse interstitial pulmonary edema with small bilateral pleural effusions. Cardiac silhouette is enlarged. Impression: Pulmonary edema with small bilateral pleural effusions.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,65,male,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P037_gemini,gemini/P037.png,gemini/P037.png,False
